ds,y,yhat,yhat_lower,yhat_upper,anomaly
2022-11-10 08:00:00,3.9026000000000005,4.352015856826699,2.1552208153534527,6.336513392370539,0
2022-11-10 09:00:00,4.6748,5.277494466490129,3.249446019786049,7.2181691832165304,0
2022-11-10 10:00:00,5.6257,5.799656109547185,3.8154236266256265,7.911528825297595,0
2022-11-10 11:00:00,5.1334,6.250917823822935,4.1053431126892415,8.26135190379779,0
2022-11-10 12:00:00,6.0478000000000005,6.843758208327688,4.665853142734922,9.029262634803269,0
2022-11-10 13:00:00,7.6899,7.456844721662225,5.523298055252291,9.533823864394307,0
2022-11-10 14:00:00,7.0562,7.7908569440546005,5.611648720449893,9.721554680353988,0
2022-11-10 15:00:00,6.747199999999999,7.71732045591456,5.554410160987147,9.63980453596747,0
2022-11-10 16:00:00,6.994000000000001,7.448876637240007,5.50449992148744,9.589058358916748,0
2022-11-10 17:00:00,6.3842,7.3430088251186225,5.375802746342933,9.384316998812423,0
2022-11-10 18:00:00,6.494299999999999,7.527910658466642,5.448506945844402,9.660097529861126,0
2022-11-10 19:00:00,7.6917,7.729104345711947,5.588352888316749,9.776361214560373,0
2022-11-10 20:00:00,8.8683,7.485192307837554,5.462530569013359,9.43299091936909,0
2022-11-10 21:00:00,6.9298,6.558132809180828,4.617168652107295,8.659834015732232,0
2022-11-10 22:00:00,5.0515,5.149114192182297,3.0553474184932545,7.1832398923072365,0
2022-11-10 23:00:00,3.2514000000000003,3.71978124659625,1.5475008362531564,5.755051174414725,0
2022-11-11 00:00:00,2.3312,2.602985727726067,0.44062439661882125,4.788234966064367,0
2022-11-11 01:00:00,1.6149,1.785426746054401,-0.4001352804848794,3.643016817904333,0
2022-11-11 02:00:00,1.1573,1.0612680908751235,-0.9152592211651805,3.160174262451321,0
2022-11-11 03:00:00,0.0887,0.37717707620006813,-1.6805419178971528,2.430621483884857,0
2022-11-11 04:00:00,0.23320000000000002,-0.004040340724174918,-2.129633146958667,2.054795341317932,0
2022-11-11 05:00:00,0.41569999999999996,0.2921504992167385,-1.5769553834550234,2.4825083897665636,0
2022-11-11 06:00:00,1.2854,1.3715605287991735,-0.9178597877132578,3.458823122270825,0
2022-11-11 07:00:00,3.6026999999999996,2.896840920512625,0.7081913595560352,4.916383415450473,0
2022-11-11 08:00:00,4.9202,4.309027908926934,2.132513921194969,6.541961831784626,0
2022-11-11 09:00:00,4.6606,5.249178223016189,3.2181007689581693,7.160222540545036,0
2022-11-11 10:00:00,5.7033000000000005,5.787633331484864,3.6374157057814456,7.978632056895353,0
2022-11-11 11:00:00,7.4608,6.256733195602724,4.146102441951295,8.250208945021262,0
2022-11-11 12:00:00,6.437399999999999,6.868859584930886,4.768161190904344,8.971767845006553,0
2022-11-11 13:00:00,8.5582,7.502563837088368,5.346557908284109,9.518112950330506,0
2022-11-11 14:00:00,7.943600000000001,7.85839082173476,5.740755470489538,9.888908787407876,0
2022-11-11 15:00:00,7.484699999999999,7.807713757112875,5.773610683550853,9.993428712405985,0
2022-11-11 16:00:00,8.3368,7.563005175981967,5.568323570644059,9.766217190858649,0
2022-11-11 17:00:00,8.216800000000001,7.481564467836643,5.186758252918762,9.771623214721256,0
2022-11-11 18:00:00,7.146599999999999,7.691387813385401,5.686663301182799,9.868932894359155,0
2022-11-11 19:00:00,8.3646,7.917788231115631,5.985340944099217,9.903921469685336,0
2022-11-11 20:00:00,7.0083,7.699149170145472,5.58749564292029,9.734380117238095,0
2022-11-11 21:00:00,7.4617,6.797202240925376,4.67219203752801,8.809662364068279,0
2022-11-11 22:00:00,4.645,5.412903678023846,3.161978925373106,7.400319241418875,0
2022-11-11 23:00:00,5.2067,4.007663040145667,1.8267489416120692,6.0381096738907205,0
2022-11-12 00:00:00,3.5044,2.914096136724501,0.7610680758027246,5.067362155639303,0
2022-11-12 01:00:00,1.3594,2.1186678768844383,0.051069787231915076,4.1390373491652275,0
2022-11-12 02:00:00,0.8729,1.4153120743621193,-0.7951239843816912,3.5706008489990486,0
2022-11-12 03:00:00,0.48229999999999995,0.7504727686247659,-1.3749134550387319,2.777722264399096,0
2022-11-12 04:00:00,0.19240000000000002,0.3867417851136148,-1.655238116464649,2.5079243992955127,0
2022-11-12 05:00:00,0.5997,0.6984511693240067,-1.3898204659059321,2.835419594217104,0
2022-11-12 06:00:00,1.0401,1.7912230516810377,-0.1886431436064535,3.8172222518377805,0
2022-11-12 07:00:00,1.6568999999999998,3.327535777876779,1.2119656638526157,5.231187814692946,0
2022-11-12 08:00:00,2.9865,4.7482707581161545,2.8015435518022866,6.793702358953653,0
2022-11-12 09:00:00,3.9687,5.694349756600521,3.5817716886057824,7.875149834047012,0
2022-11-12 10:00:00,5.875,6.236000803951354,4.208837979570878,8.262719906163566,0
2022-11-12 11:00:00,8.573599999999999,6.705473404525013,4.728955240081089,8.795790467328255,0
2022-11-12 12:00:00,9.021899999999999,7.31508307791154,5.085214767811198,9.324135339592617,0
2022-11-12 13:00:00,7.5200000000000005,7.94334009910024,5.787270398815151,9.968304484972368,0
2022-11-12 14:00:00,7.9282,8.29077418483734,6.199734235708073,10.277717121847479,0
2022-11-12 15:00:00,10.3012,8.228769764189405,6.029527239847381,10.058363482999704,1
2022-11-12 16:00:00,7.366099999999999,7.969837124138731,5.792018829400174,10.143556988568452,0
2022-11-12 17:00:00,8.5206,7.871339852355872,5.818475193871675,9.99428972761109,0
2022-11-12 18:00:00,9.8261,8.061364393159636,6.065912815470376,9.97515590021568,0
2022-11-12 19:00:00,7.7051,8.265339438998653,6.079460237020777,10.343963910827293,0
2022-11-12 20:00:00,5.5643,8.021788597478134,6.181515044376768,10.128063514035366,1
2022-11-12 21:00:00,6.39,7.0926069344966525,5.021906456408746,9.020036571225516,0
2022-11-12 22:00:00,5.8927,5.6789359997838496,3.564826721306614,7.829996419395413,0
2022-11-12 23:00:00,4.4667,4.242390854859123,1.992514143641095,6.3272799448492725,0
2022-11-13 00:00:00,5.2698,3.1158111104394024,0.8667872603791866,5.257345810394705,1
2022-11-13 01:00:00,4.249,2.2859016893071087,0.17804905974044707,4.362301452859023,0
2022-11-13 02:00:00,2.3418,1.5468503708031562,-0.5791769377775096,3.554083947854158,0
2022-11-13 03:00:00,0.7365999999999999,0.8453667008163084,-1.2168934226512875,3.1156036660928654,0
2022-11-13 04:00:00,0.8073,0.44431701800320944,-1.6546919579015145,2.469279353434917,0
2022-11-13 05:00:00,0.40080000000000005,0.7183142580680153,-1.3038288440987713,2.9248027985134817,0
2022-11-13 06:00:00,0.8445,1.7732651204014616,-0.2134729571069565,3.9740890355044662,0
2022-11-13 07:00:00,1.7567,3.2719334629756363,1.0962186113688492,5.399118768575861,0
2022-11-13 08:00:00,2.9335,4.65548440888472,2.4474871708883588,6.610163855267467,0
2022-11-13 09:00:00,4.6986,5.565118915246207,3.429346912596961,7.614613007853033,0
2022-11-13 10:00:00,4.9561,6.071337016438193,3.8850681581354323,8.15334284629772,0
2022-11-13 11:00:00,7.5059,6.506650444714971,4.414919024986483,8.585768194701267,0
2022-11-13 12:00:00,9.5506,7.08362469358972,4.866417090852344,9.151418118646601,1
2022-11-13 13:00:00,8.4834,7.681005416390105,5.669621743644438,9.883365888384319,0
2022-11-13 14:00:00,7.446600000000001,7.99954093248075,5.901395105445183,10.115553302010134,0
2022-11-13 15:00:00,10.745,7.910815502907768,5.859585287446572,9.976262132547667,1
2022-11-13 16:00:00,9.6817,7.627518686574145,5.423244484523938,9.694242314455712,0
2022-11-13 17:00:00,7.4786,7.507171218740743,5.434837308455028,9.533447537645241,0
2022-11-13 18:00:00,8.1486,7.67799324333736,5.558552097494127,9.708482264092384,0
2022-11-13 19:00:00,10.958499999999999,7.865522634913022,5.765269398465049,9.987577403767947,1
2022-11-13 20:00:00,6.9901,7.608366860391169,5.595252378218324,9.643031567501312,0
2022-11-13 21:00:00,7.958,6.668478988631156,4.489892102130316,8.671144327069548,0
